ID,Plant,Leaf,Timestamp,leaf_area_(mm²),leaf_dry_mass_(mg),SLA_(mm²/mg),elevation,mean_temp,mean_precip,mean_VPD
SD8A,8,C,2/18/24 14:57,10.7,0.953,11.22770199,1918,14.15370556,105.3592,23.744
SD8B,8,A,2/18/24 14:58,17.09,1.276,13.39341693,1918,14.15370556,105.3592,23.744
SD8C,8,B,2/18/24 15:00,10.4,0.685,15.18248175,1918,14.15370556,105.3592,23.744
SD9A,9,C,2/18/24 15:01,18.57,1.601,11.59900062,1918,14.15370556,105.3592,23.744
SD9B,9,A,2/18/24 15:02,15.03,1.151,13.05821025,1918,14.15370556,105.3592,23.744
SD9C,9,A,2/18/24 15:03,25.4,2.024,12.54940711,1918,14.15370556,105.3592,23.744
SD10A,10,B,2/18/24 15:04,24.7,1.894,13.04118268,1918,14.15370556,105.3592,23.744
SD10B,10,C,2/18/24 15:05,25.85,2.439,10.59860599,1918,14.15370556,105.3592,23.744
SD10C,10,A,2/18/24 15:06,22.68,1.993,11.3798294,1918,14.15370556,105.3592,23.744
SD11A,11,B,2/18/24 15:20,19.55,1.846,10.59046587,1918,14.15370556,105.3592,23.744
SD11B,11,C,2/18/24 15:22,19.31,1.23,15.69918699,1918,14.15370556,105.3592,23.744
SD11C,11,A,2/18/24 15:22,19.75,1.234,16.00486224,1918,14.15370556,105.3592,23.744
SD12A,12,B,2/18/24 15:23,29.21,2.647,11.03513411,1918,14.15370556,105.3592,23.744
SD12B,12,C,2/18/24 15:24,20.85,1.59,13.11320755,1918,14.15370556,105.3592,23.744
SD12C,12,A,2/18/24 15:25,21.79,1.804,12.07871397,1918,14.15370556,105.3592,23.744
SD13A,13,B,2/18/24 15:26,24.82,2.271,10.92910612,1918,14.15370556,105.3592,23.744
SD13B,13,C,2/18/24 15:27,26.27,2.376,11.05639731,1918,14.15370556,105.3592,23.744
SD13C,13,A,2/18/24 15:28,28.59,2.37,12.06329114,1918,14.15370556,105.3592,23.744
SD14A,14,A,2/18/24 15:29,16.84,1.15,14.64347826,1918,14.15370556,105.3592,23.744
SD14B,14,B,2/18/24 15:30,12.95,0.905,14.30939227,1918,14.15370556,105.3592,23.744
SD14C,14,C,2/18/24 15:31,16.22,1.122,14.45632799,1918,14.15370556,105.3592,23.744
SD15A,15,A,2/18/24 15:32,32.47,2.1,15.46190476,1918,14.15370556,105.3592,23.744
SD15B,15,B,2/18/24 15:33,31.18,2.109,14.78425794,1918,14.15370556,105.3592,23.744
SD15C,15,C,NA,31.42,1.627,19.31161647,1918,14.15370556,105.3592,23.744
SD16A,16,A,NA,37.26,2.578,14.45306439,1918,14.15370556,105.3592,23.744
SD16B,16,B,NA,39.89,2.383,16.73940411,1918,14.15370556,105.3592,23.744
SD16C,16,C,NA,41.29,2.721,15.17456817,1918,14.15370556,105.3592,23.744
SD17A,17,A,2/18/24 15:55,15.84,1.507,10.51094891,1918,14.15370556,105.3592,23.744
SD17B,17,B,2/18/24 15:56,14.8,1.084,13.65313653,1918,14.15370556,105.3592,23.744
SD17C,17,C,2/18/24 15:57,13.11,1.226,10.69331158,1918,14.15370556,105.3592,23.744
SD18A,18,A,2/18/24 16:00,14.7,1.33,11.05263158,1918,14.15370556,105.3592,23.744
SD18B,18,A,2/18/24 16:01,15.05,1.253,12.01117318,1918,14.15370556,105.3592,23.744
SD18C,18,B,2/18/24 16:02,15.09,1.432,10.5377095,1918,14.15370556,105.3592,23.744
SD19A,19,C,2/18/24 16:03,27.37,2.626,10.42269612,1918,14.15370556,105.3592,23.744
SD19B,19,A,2/18/24 16:03,33.61,2.803,11.99072422,1918,14.15370556,105.3592,23.744
SD19C,19,B,2/18/24 16:04,31,2.804,11.05563481,1918,14.15370556,105.3592,23.744
SD20A,20,C,2/18/24 16:05,18.73,1.417,13.21806634,1918,14.15370556,105.3592,23.744
SD20B,20,A,2/18/24 16:06,20.74,1.615,12.84210526,1918,14.15370556,105.3592,23.744
SD20C,20,B,2/18/24 16:07,22.66,1.67,13.56886228,1918,14.15370556,105.3592,23.744
SD21A,21,C,2/18/24 16:08,21.33,1.502,14.20106525,1918,14.15370556,105.3592,23.744
SD21B,21,A,2/18/24 16:08,23.52,1.811,12.98729983,1918,14.15370556,105.3592,23.744
SD21C,21,B,2/18/24 16:09,20.24,1.436,14.09470752,1918,14.15370556,105.3592,23.744
SD22A,22,C,2/18/24 16:10,29.55,2.464,11.99269481,1918,14.15370556,105.3592,23.744
SD22B,22,A,2/18/24 16:11,26.81,2.624,10.21722561,1918,14.15370556,105.3592,23.744
SD22C,22,A,2/18/24 16:12,22.03,1.817,12.12438085,1918,14.15370556,105.3592,23.744
SD23A,23,B,2/18/24 16:26,16.42,0.733,22.40109141,1918,14.15370556,105.3592,23.744
SD23B,23,C,2/18/24 16:27,16.64,0.8,20.8,1918,14.15370556,105.3592,23.744
SD23C,23,A,2/18/24 16:28,14.74,0.742,19.86522911,1918,14.15370556,105.3592,23.744
SD24A,24,B,2/18/24 16:29,20.17,1.395,14.45878136,1918,14.15370556,105.3592,23.744
SD24B,24,C,2/18/24 16:29,20.46,1.235,16.56680162,1918,14.15370556,105.3592,23.744
SD24C,24,A,2/18/24 16:30,15.71,1.005,15.6318408,1918,14.15370556,105.3592,23.744
SD25A,25,B,2/18/24 16:31,24.28,1.809,13.42177999,1918,14.15370556,105.3592,23.744
SD25B,25,C,2/18/24 16:32,29.32,2.373,12.35566793,1918,14.15370556,105.3592,23.744
SD25C,25,A,2/18/24 16:33,16.91,1.284,13.16978193,1918,14.15370556,105.3592,23.744
SD26A,26,B,2/18/24 16:34,14.16,1.313,10.78446306,1918,14.15370556,105.3592,23.744
SD26B,26,C,2/18/24 16:35,29.48,2.414,12.21209611,1918,14.15370556,105.3592,23.744
SD26C,26,A,2/18/24 16:36,22.41,2.013,11.13263785,1918,14.15370556,105.3592,23.744
SD27A,27,A,2/18/24 16:36,29.83,2.29,13.02620087,1918,14.15370556,105.3592,23.744
SD27B,27,B,2/18/24 16:37,29.24,2.008,14.56175299,1918,14.15370556,105.3592,23.744
SD27C,27,C,2/18/24 16:38,26.11,1.838,14.20565832,1918,14.15370556,105.3592,23.744
SD28A,28,A,2/18/24 16:39,28.6,1.731,16.52224148,1918,14.15370556,105.3592,23.744
SD28B,28,B,2/18/24 16:40,41.04,2.482,16.53505238,1918,14.15370556,105.3592,23.744
SD28C,28,C,2/18/24 16:41,23.68,1.286,18.41368585,1918,14.15370556,105.3592,23.744
SD29A,29,A,2/18/24 16:41,29.95,2.151,13.92375639,1918,14.15370556,105.3592,23.744
SD29B,29,B,2/18/24 16:42,18.73,1.181,15.85944115,1918,14.15370556,105.3592,23.744
SD29C,29,C,2/18/24 16:43,21.52,1.812,11.87637969,1918,14.15370556,105.3592,23.744
SD30A,30,A,2/18/24 16:44,26.72,1.479,18.06626099,1918,14.15370556,105.3592,23.744
SD30B,30,B,2/18/24 16:45,27.17,1.492,18.21045576,1918,14.15370556,105.3592,23.744
SD30C,30,C,2/18/24 16:46,17.44,0.984,17.72357724,1918,14.15370556,105.3592,23.744
